sample_index,true_tx,y_true,y_pred,closed_set_pred,unknown_score,rx,date,weight_time,weight_frequency_phase,weight_domain,weight_open_set,reliability_time,reliability_frequency_phase,reliability_domain,reliability_open_set,cluster
524,19-2,74,120,77,0.8366350119922314,8-14,2021_03_23,0.9189798,0.005833349,0.060614012,0.014572787,0.019021088,0.055394325,0.03767258,0.050947968,3
528,4-10,15,120,15,0.23206186201642548,18-2,2021_03_23,0.05965359,0.23920313,0.053379882,0.64776343,0.016443664,0.10857414,0.046504438,0.061039153,2
548,6-1,80,120,74,0.9320524376257181,13-14,2021_03_23,0.87139434,0.0037894459,0.10511082,0.01970548,0.057379253,0.058933318,0.050898947,0.053938124,3
560,7-10,40,120,76,0.8093225428101103,2-19,2021_03_23,0.9942577,0.00075561664,0.002796738,0.0021899634,0.019080888,0.048905067,0.026476672,0.058579836,6
561,4-11,65,120,65,0.1429814202071494,13-14,2021_03_23,0.040674455,0.04818325,0.01913593,0.89200634,0.018107366,0.048928715,0.06486506,0.05134488,1
563,10-1,67,120,74,0.9658414863420408,18-2,2021_03_23,0.91452634,0.00024019419,0.014998586,0.07023491,0.021304606,0.049462717,0.041852053,0.02745174,11
577,3-18,24,120,54,0.9982091813914772,18-2,2021_03_23,0.6033172,0.01294069,0.05615406,0.32758802,0.010885597,0.08347622,0.027093388,0.029073497,3
590,17-10,97,120,65,0.3975952429771017,2-19,2021_03_23,0.85582167,0.0007639102,0.072025016,0.07138941,0.009644417,0.03242104,0.03724914,0.056165073,6
592,20-18,8,120,8,0.9888394400811513,1-19,2021_03_23,0.013032123,0.90306795,0.0306816,0.053218417,0.017319197,0.17970802,0.024828551,0.119859226,0
595,11-20,104,120,104,0.24970783810035688,18-2,2021_03_23,0.09173191,0.822698,0.006752939,0.078817114,0.017651739,0.10953423,0.047928978,0.10643782,8
609,3-13,50,120,50,0.12741660270435318,13-14,2021_03_23,0.23433498,0.03436585,0.17056933,0.56072986,0.014342799,0.2345635,0.044574585,0.11396832,9
614,19-2,74,120,67,0.5298164984047463,1-19,2021_03_23,0.58242613,0.30046198,0.071823135,0.0452888,0.024303025,0.064062715,0.029808212,0.091454305,3
619,1-19,32,120,97,0.6731625620907984,18-2,2021_03_23,0.9760341,0.0020584213,0.015204961,0.0067025432,0.029528439,0.045228004,0.024635144,0.061508484,6
622,20-16,77,120,77,0.2102108393682623,18-2,2021_03_23,0.3142024,0.018501569,0.012760695,0.65453535,0.013290724,0.37508902,0.038080025,0.024539119,9
648,1-19,32,120,34,0.9926049599282399,18-2,2021_03_23,0.8394958,0.024824033,0.126267,0.009413194,0.022762794,0.039493967,0.029931493,0.07144614,3
661,4-10,15,120,74,0.9998575676138298,18-2,2021_03_23,0.53879726,0.0019109646,0.017795565,0.44149613,0.02585881,0.037535474,0.06533089,0.031073624,3
665,1-2,21,120,89,0.19419771639081362,18-2,2021_03_23,0.51024115,0.013192838,0.3630064,0.11355961,0.012324985,0.09269331,0.042545862,0.06672791,3
678,16-16,115,120,115,0.15956928335814724,2-19,2021_03_23,0.93251413,0.0011805678,0.047606386,0.018699,0.024743203,0.059495185,0.025054868,0.03933654,6
694,6-1,80,120,81,0.43039183140924175,18-2,2021_03_23,0.73259926,0.014694826,0.18022437,0.07248159,0.22738317,0.07227378,0.029932102,0.10456935,10
699,20-20,105,120,1,0.9973765339226767,18-2,2021_03_23,0.6955406,0.0018961456,0.11023635,0.19232684,0.03408899,0.040620476,0.028531209,0.035247844,6
701,2-1,100,120,24,0.8221837224478064,18-2,2021_03_23,0.9795574,0.0019670506,0.014182593,0.0042929603,0.011495918,0.045689557,0.029183993,0.058344845,3
779,11-20,104,120,16,0.4379114071121732,18-2,2021_03_23,0.8294689,0.0041000326,0.15308738,0.013343619,0.040723003,0.04202184,0.03176702,0.055762276,10
782,4-11,65,120,28,0.746516058464249,18-2,2021_03_23,0.93046933,0.0013455368,0.0381066,0.030078596,0.031222964,0.033185538,0.024604812,0.031610794,6
783,2-12,75,120,114,0.12940372601804287,2-19,2021_03_23,0.036019433,0.9152306,0.013709258,0.035040658,0.01668174,0.008892044,0.032704238,0.08309847,0
832,2-19,87,120,49,0.8970724949055793,13-14,2021_03_23,0.47725987,0.1434726,0.09011182,0.28915575,0.010350152,0.08488959,0.04287568,0.091773205,3
833,19-13,29,120,100,0.9995792808242967,1-19,2021_03_23,0.2723948,0.0019226412,0.7142818,0.01140083,0.013572692,0.028484117,0.023901643,0.037719816,0
838,18-13,34,120,34,0.16339690382978297,8-14,2021_03_23,0.14416507,0.7820424,0.056110054,0.01768247,0.0112362355,0.024204962,0.034707826,0.12105385,4
844,2-4,17,120,7,0.3820846672511562,2-19,2021_03_23,0.7718361,0.19898653,0.02692208,0.0022553022,0.015716303,0.05181123,0.02449525,0.24148093,3
845,8-8,89,120,115,0.2393886904658933,18-2,2021_03_23,0.44503602,0.0015837299,0.018275635,0.53510463,0.013127768,0.08892466,0.03664355,0.028996093,1
846,8-20,20,120,5,0.10862304102329337,18-2,2021_03_23,0.004231421,0.053270273,0.016596094,0.9259022,0.012108529,0.1658524,0.04564226,0.018880716,0
859,2-15,23,120,6,0.32555642651077465,2-19,2021_03_23,0.06341214,0.0056386287,0.026688827,0.90426046,0.022990381,0.21643351,0.038585663,0.012823356,9
878,20-1,76,120,74,0.32683687938833045,2-19,2021_03_23,0.80954266,0.0024879547,0.026642917,0.16132645,0.025344323,0.052325454,0.030562012,0.035962157,3
903,2-1,100,120,76,0.5579825318657443,18-2,2021_03_23,0.9653848,0.0015612693,0.015435547,0.017618317,0.01595659,0.03522974,0.033377122,0.06606425,3
925,20-16,77,120,77,0.2440777379921444,18-2,2021_03_23,0.09462874,0.033757992,0.037207965,0.8344054,0.010486142,0.34087804,0.044272795,0.037408482,9
930,19-4,94,120,8,0.987883077348604,2-19,2021_03_23,0.22911587,0.17637973,0.016718414,0.57778597,0.022748372,0.1778151,0.023470275,0.100430876,0
975,20-7,13,120,13,0.7960642959894974,1-19,2021_03_23,0.16074526,0.025341406,0.2348942,0.5790191,0.023642667,0.049233764,0.030159945,0.015054254,1
981,10-1,67,120,74,0.9449128600789249,18-2,2021_03_23,0.9025713,0.0010009985,0.006836034,0.0895916,0.049053103,0.037318613,0.044608507,0.069680095,10
982,2-2,78,120,4,0.14677803249038013,8-14,2021_03_23,0.057614285,0.29927376,0.079947144,0.56316483,0.109693766,0.04224586,0.17632873,0.15217753,5
983,20-8,99,120,8,0.1659255223933981,2-19,2021_03_23,0.13839667,0.37310994,0.06489075,0.42360264,0.014091264,0.15901516,0.03258498,0.10414773,0
992,7-1,73,120,52,0.9892004608764232,2-19,2021_03_23,0.8767333,0.0011699357,0.09045584,0.031640913,0.01776207,0.074923255,0.026365634,0.01709175,11
1020,20-12,64,120,68,0.9313467101966222,13-14,2021_03_23,0.33135033,0.0024184112,0.10625147,0.5599798,0.038286842,0.21082321,0.06601372,0.025124943,1
1023,8-14,66,120,35,0.8425590598850532,2-19,2021_03_23,0.094992004,0.78348625,0.10470553,0.016816175,0.013854981,0.051391885,0.021589756,0.06553857,0
1027,7-11,26,120,26,0.5671618043548518,2-19,2021_03_23,0.04246271,0.0058012,0.016459078,0.935277,0.016326629,0.09025785,0.02861939,0.11651026,1
1059,19-1,52,120,89,0.8791529148618886,1-19,2021_03_23,0.5736002,0.010065364,0.29065105,0.12568346,0.01747269,0.05841575,0.028848654,0.02872127,3
1066,1-1,57,120,15,0.16279867314460658,13-14,2021_03_23,0.064675875,0.7652172,0.16061664,0.009490266,0.009920576,0.29658678,0.056209248,0.16756769,8
1067,2-4,17,120,58,0.1096362644357226,1-19,2021_03_23,0.073497064,0.78818905,0.07850917,0.059804738,0.027043505,0.07054002,0.031051151,0.25016877,0
1086,7-13,0,120,71,0.9712939500262395,2-19,2021_03_23,0.030501822,0.024048068,0.006627856,0.93882227,0.017226188,0.07650492,0.029543051,0.08688735,1
1092,17-10,97,120,105,0.17889537010290815,2-19,2021_03_23,0.8271811,0.024614245,0.13426726,0.013937417,0.14381939,0.041327477,0.03549665,0.13753064,10
1104,8-8,89,120,89,0.2323678226445881,13-14,2021_03_23,0.05234226,0.090626754,0.08764874,0.7693823,0.011504358,0.21683426,0.054080304,0.05432402,1
1127,1-19,32,120,76,0.9962952193295206,18-2,2021_03_23,0.62860364,0.14578833,0.06521142,0.16039664,0.012144818,0.09010878,0.029232787,0.061823163,3
1134,19-2,74,120,67,0.8730989767754164,13-14,2021_03_23,0.9945029,0.0007804844,0.0026055973,0.0021110713,0.07654206,0.051565558,0.040436648,0.07103295,10
1145,17-10,97,120,115,0.9970927244412859,2-19,2021_03_23,0.9272337,0.0006667687,0.020999713,0.051099844,0.013509844,0.0524576,0.0337521,0.035179384,6
1147,15-1,16,120,2,0.9719870739260137,8-14,2021_03_23,0.9504193,0.00032027377,0.008591904,0.04066853,0.027888793,0.070571385,0.042409483,0.022484811,11
1148,1-1,57,120,80,0.1819991925047281,1-19,2021_03_23,0.17520747,0.72583306,0.0664318,0.032527655,0.013464049,0.23601757,0.036702868,0.15116546,8
1151,20-20,105,120,60,0.5383518790109636,18-2,2021_03_23,0.49869806,0.16097318,0.06376242,0.2765663,0.022339758,0.067468554,0.027487716,0.03793725,6
1159,10-20,118,120,78,0.6408430576266588,18-2,2021_03_23,0.48951814,0.17741147,0.13746451,0.19560596,0.35702857,0.04306456,0.05843474,0.190619,5
1167,2-4,17,120,103,0.5060317608342871,1-19,2021_03_23,0.17956461,0.37955424,0.39066342,0.05021772,0.022321902,0.05912984,0.032078564,0.25737438,0
1178,3-18,24,120,54,0.42017508228300865,18-2,2021_03_23,0.9000796,0.04717772,0.019142909,0.033599734,0.009936667,0.14082107,0.027768718,0.05976157,11
1180,8-3,85,120,85,0.1877771364803508,13-14,2021_03_23,0.8551525,0.06040142,0.07407111,0.010374914,0.010287952,0.054625493,0.058768537,0.10239465,3
1184,19-1,52,120,48,0.9998298907520096,2-19,2021_03_23,0.9589182,0.0012438736,0.021559777,0.018278098,0.028034635,0.037082944,0.027208153,0.028613253,10
1190,2-16,56,120,76,0.38505560318351534,18-2,2021_03_23,0.9894075,0.0013440247,0.0044840495,0.0047644274,0.08675511,0.03457251,0.052325547,0.11768319,10
1195,1-1,57,120,105,0.8664593959567952,2-19,2021_03_23,0.8448308,0.007939274,0.07130294,0.075927004,0.11912645,0.04242767,0.028521337,0.047515415,10
1257,8-3,85,120,85,0.7676012709227724,13-14,2021_03_23,0.16196437,0.7268894,0.08101968,0.030126572,0.008172258,0.043714494,0.05869423,0.06597319,8
1370,19-2,74,120,22,0.8257800588445962,1-19,2021_03_23,0.9044365,0.003228976,0.05065057,0.041683894,0.01947811,0.050537825,0.023318918,0.023852943,11
1385,18-14,45,120,74,0.9606438954974637,2-19,2021_03_23,0.5253262,0.0064276094,0.007304928,0.46094128,0.034912363,0.032491207,0.07435165,0.054055475,1
1400,15-1,16,120,46,0.9855545594034192,8-14,2021_03_23,0.88793784,0.002036459,0.08211078,0.027914986,0.015448563,0.051576402,0.03708602,0.026374424,6
1434,11-20,104,120,74,0.8807458635030531,18-2,2021_03_23,0.9653867,0.0011857388,0.01984232,0.013585238,0.026630038,0.035515312,0.029368494,0.05126138,10
1462,1-12,28,120,105,0.40534366430125923,18-2,2021_03_23,0.035524756,0.0110728815,0.026966304,0.92643607,0.051131945,0.049529728,0.028169507,0.042781856,2
1490,19-5,91,120,114,0.6222527372775034,2-19,2021_03_23,0.3072311,0.56751484,0.08453177,0.04072229,0.009286579,0.014415183,0.029107744,0.10342642,0
1517,4-11,65,120,28,0.4007798125625725,18-2,2021_03_23,0.7945954,0.0010677567,0.19193953,0.0123973675,0.027690606,0.030549724,0.027105605,0.036019698,6
1520,7-10,40,120,32,0.8705007248196123,18-2,2021_03_23,0.7230857,0.0027371785,0.005900516,0.26827666,0.052226726,0.03584787,0.075323224,0.04130766,1
1533,15-1,16,120,74,0.9885416691494544,8-14,2021_03_23,0.99234784,5.973056e-05,0.0010179264,0.0065744463,0.036730133,0.04762201,0.03914594,0.037118185,10
1558,19-4,94,120,110,0.13432926880823046,8-14,2021_03_23,0.25281122,0.5562868,0.12568456,0.06521747,0.023245346,0.027650105,0.045469947,0.12234421,0
1562,19-1,52,120,52,0.9645390481423658,2-19,2021_03_23,0.49580616,0.011454068,0.0381783,0.45456138,0.043979943,0.09344201,0.031590234,0.023648215,1
1570,18-17,101,120,110,0.9099222542903105,18-2,2021_03_23,0.85660654,0.04025825,0.039898038,0.0632372,0.32453,0.052305948,0.09427483,0.097975984,10
1573,1-19,32,120,76,0.805301477035259,18-2,2021_03_23,0.9961022,0.00015845224,0.0029238272,0.000815484,0.027164318,0.048233498,0.035133917,0.054734483,10
1586,18-13,34,120,34,0.29739662813224654,1-19,2021_03_23,0.51986074,0.06514422,0.40225378,0.012741256,0.0100367265,0.032242063,0.025475612,0.19005191,3
1590,20-12,64,120,52,0.8551906371464587,13-14,2021_03_23,0.38655406,0.059514683,0.22216082,0.33177045,0.016961107,0.121477395,0.064925656,0.030936465,11
1608,1-12,28,120,28,0.5026896337414546,2-19,2021_03_23,0.11708206,0.5392094,0.31009814,0.033610415,0.020778598,0.04240346,0.029402819,0.079391085,8
1616,7-10,40,120,76,0.9765409359091285,2-19,2021_03_23,0.967378,0.0011679332,0.005277747,0.02617626,0.017785238,0.031234372,0.028398879,0.0644691,10
1620,4-11,65,120,65,0.9653859354026272,18-2,2021_03_23,0.62818617,0.014047333,0.14544544,0.21232109,0.011234672,0.033045944,0.037838172,0.08800341,3
1657,16-16,115,120,65,0.1477812079522407,1-19,2021_03_23,0.96527106,0.00048198627,0.0125827845,0.021664152,0.010520783,0.043170046,0.03721463,0.04379442,6
1706,4-11,65,120,115,0.9230106706209885,18-2,2021_03_23,0.6925072,0.006061951,0.10901958,0.19241127,0.026539518,0.01492556,0.031451773,0.023752702,10
1710,2-1,100,120,74,0.9992758673192748,18-2,2021_03_23,0.5004495,0.030721067,0.048273418,0.42055604,0.010663356,0.04118683,0.035408728,0.024596184,1
1714,20-12,64,120,2,0.9604026292273306,13-14,2021_03_23,0.57182837,0.0022465398,0.12118,0.30474508,0.012945314,0.17059426,0.055261616,0.048412878,11
1728,19-4,94,120,74,0.20378002113727717,18-2,2021_03_23,0.9661171,0.0104064625,0.008210307,0.015266058,0.13694836,0.07249214,0.06612268,0.08702584,10
1745,20-20,105,120,97,0.22424183354013116,2-19,2021_03_23,0.9584726,0.0021564944,0.014840003,0.024530783,0.02697207,0.058259264,0.026975425,0.06668391,6
1753,19-19,54,120,51,0.29508425789838094,8-14,2021_03_23,0.10794917,0.7579496,0.09451362,0.039587628,0.011793293,0.17371075,0.03983414,0.12994635,0
1768,10-1,67,120,76,0.871362122374378,18-2,2021_03_23,0.63035315,0.03411115,0.28194392,0.053591765,0.0702578,0.05022348,0.040607303,0.09670879,10
1784,7-10,40,120,116,0.9966306947858303,18-2,2021_03_23,0.7478544,0.009383345,0.12513897,0.11762335,0.031699315,0.03749563,0.024307992,0.040207494,10
1786,7-10,40,120,50,0.8709554831102132,18-2,2021_03_23,0.72243726,0.0028202182,0.22681354,0.047928996,0.02419054,0.04861467,0.05232122,0.02472134,11
1792,1-12,28,120,85,0.9705869634300418,2-19,2021_03_23,0.60815865,0.045690063,0.27413934,0.072011985,0.024078472,0.049949944,0.02636104,0.055373847,3
1807,13-3,11,120,11,0.9740133038004262,8-14,2021_03_23,0.11539013,0.7040299,0.14499606,0.03558388,0.013027894,0.083743036,0.03507551,0.08868112,8
1840,16-16,115,120,64,0.2989271821949456,2-19,2021_03_23,0.9456315,0.0023914985,0.04184042,0.010136701,0.017754069,0.051924564,0.027130263,0.044336963,10
1864,7-1,73,120,72,0.11016905657346833,13-14,2021_03_23,0.16938086,0.004806785,0.060407512,0.7654048,0.009773377,0.30393043,0.06773708,0.03274801,9
1874,7-1,73,120,68,0.17559921352608018,18-2,2021_03_23,0.21889794,0.015700353,0.009089201,0.7563125,0.019066278,0.16061532,0.047091458,0.04498989,9
1885,10-1,67,120,74,0.8895675365250759,18-2,2021_03_23,0.36446762,0.36044163,0.021889595,0.25320116,0.014051949,0.071177885,0.047387674,0.12928528,3
1913,20-8,99,120,74,0.13871458248457744,2-19,2021_03_23,0.91968364,0.008689061,0.02504554,0.04658177,0.06845517,0.09346571,0.029692758,0.06785925,10
1922,10-1,67,120,74,0.9997115583629863,18-2,2021_03_23,0.75567806,0.006747175,0.025593694,0.21198106,0.017504998,0.082216516,0.042889934,0.04861178,3
1927,12-1,112,120,112,0.5595889666930286,2-19,2021_03_23,0.75176156,0.08369015,0.15419449,0.0103538195,0.08052313,0.053405453,0.036463935,0.1445948,10
1933,20-20,105,120,105,0.7121048599378891,18-2,2021_03_23,0.024170546,0.53741115,0.031213807,0.40720445,0.013057405,0.09326612,0.02877491,0.038109783,2
1934,20-20,105,120,115,0.9951720729923816,18-2,2021_03_23,0.76330614,0.038847145,0.087790936,0.11005577,0.016759438,0.05044053,0.02603671,0.03294366,10
1978,20-20,105,120,67,0.8445252079949891,8-14,2021_03_23,0.97784036,0.0011511812,0.015038301,0.0059701824,0.016037032,0.060778707,0.06589487,0.037829913,3
1983,16-1,1,120,1,0.982623054183781,13-14,2021_03_23,0.12217765,0.6422952,0.021997232,0.21352996,0.019872414,0.06736761,0.032069977,0.054152697,0
2002,13-14,3,120,72,0.9518611390675661,1-19,2021_03_23,0.23387794,0.002093095,0.21723107,0.5467979,0.013392571,0.35181376,0.036877282,0.05686741,1
2044,16-16,115,120,74,0.7998381449132357,2-19,2021_03_23,0.8803284,0.0038919756,0.11122704,0.004552581,0.1578708,0.040914033,0.025840921,0.079023525,10
2054,2-8,19,120,58,0.8664304330744003,1-19,2021_03_23,0.10752277,0.21353388,0.6367141,0.042229276,0.016755566,0.11090288,0.027692622,0.16292581,0
2135,11-4,60,120,60,0.1987880376263015,8-14,2021_03_23,0.00712882,0.9481889,0.0034551516,0.041227154,0.020047998,0.15287192,0.04976889,0.101171106,1
2142,4-11,65,120,65,0.9678858451943573,18-2,2021_03_23,0.58225614,0.040771704,0.064778335,0.31219384,0.017659802,0.030324098,0.038372494,0.07032725,1
2159,6-1,80,120,80,0.7665944991018143,13-14,2021_03_23,0.7399808,0.21796547,0.026056182,0.015997576,0.0218033,0.123168476,0.054641332,0.04233472,3
2164,4-10,15,120,15,0.91879691849683,18-2,2021_03_23,0.0123908175,0.008262625,0.0047941725,0.9745524,0.011698875,0.076335534,0.050891414,0.04710775,2
2182,8-3,85,120,85,0.3945148355829674,13-14,2021_03_23,0.07497738,0.89020187,0.025904857,0.008915893,0.0106049,0.044308465,0.058794763,0.14487173,8
2221,19-2,74,120,116,0.7204477684277073,1-19,2021_03_23,0.80185914,0.00052181026,0.17787446,0.019744629,0.016130434,0.027243804,0.022873081,0.026361803,3
2225,11-10,92,120,59,0.12460353353681561,2-19,2021_03_23,0.9109167,0.0043042814,0.06921639,0.015562678,0.020624384,0.08942094,0.038290195,0.09499977,10
2226,20-17,39,120,10,0.2819563586414231,18-2,2021_03_23,0.4370738,0.13204144,0.10968727,0.3211975,0.42674237,0.04965894,0.11647291,0.16133136,5
2229,1-19,32,120,32,0.15683114544322277,13-14,2021_03_23,0.021957064,0.9526162,0.01663131,0.008795358,0.011220988,0.08767861,0.04205381,0.17703116,0
2246,1-11,46,120,54,0.25795384762109347,13-14,2021_03_23,0.027589351,0.9159143,0.011741845,0.04475444,0.008058423,0.18731312,0.04791706,0.11104043,4
2288,2-1,100,120,26,0.9882593538793184,18-2,2021_03_23,0.722315,0.0012822566,0.0732623,0.20314048,0.011806403,0.040145673,0.03364101,0.046076328,10
2325,1-9,53,120,53,0.4404910926267846,2-19,2021_03_23,0.56554073,0.20660609,0.08286376,0.14498937,0.29191962,0.023769172,0.055925515,0.2236609,5
2336,19-6,114,120,117,0.3553576416971006,1-19,2021_03_23,0.05183239,0.3368976,0.03287437,0.5783956,0.010479742,0.022662729,0.033230394,0.095159486,0
2348,18-1,113,120,101,0.8912776431405911,2-19,2021_03_23,0.6770491,0.017298115,0.074210666,0.23144211,0.044196248,0.3693037,0.03614245,0.04334604,11
2355,20-12,64,120,74,0.9210860504634887,1-19,2021_03_23,0.5950431,0.02787089,0.12085401,0.25623193,0.013920747,0.04138326,0.028417083,0.04862462,3
2360,12-1,112,120,67,0.16144182457309844,18-2,2021_03_23,0.9523902,0.0017341916,0.008632599,0.037243,0.016593903,0.05108264,0.065885246,0.04583117,3
2380,11-20,104,120,74,0.23840508597059076,18-2,2021_03_23,0.8883737,0.000555017,0.102882825,0.008188465,0.024090463,0.05254507,0.03298668,0.03930952,3
2391,12-7,42,120,25,0.798200974940889,1-19,2021_03_23,0.02582787,0.44873634,0.08087581,0.44456002,0.017021572,0.052744247,0.028127244,0.06862503,0
2405,10-1,67,120,74,0.7552409953419187,18-2,2021_03_23,0.66883844,0.037251975,0.025128135,0.26878145,0.041856263,0.06973675,0.046030745,0.07787521,3
2469,10-20,118,120,81,0.27159399893263875,18-2,2021_03_23,0.41048053,0.26324624,0.12399025,0.20228302,0.52323186,0.032629352,0.053880703,0.1664757,5
2490,20-4,103,120,74,0.9992534680620865,2-19,2021_03_23,0.96307635,0.00037965883,0.005977653,0.030566249,0.028327012,0.035489973,0.05685884,0.03946489,10
2492,2-1,100,120,80,0.43634010752244506,18-2,2021_03_23,0.98885286,0.00049490546,0.0090065105,0.001645678,0.022245754,0.054155286,0.03584045,0.050602086,3
2512,20-8,99,120,8,0.11250027692868934,2-19,2021_03_23,0.034172438,0.7309827,0.02445816,0.2103866,0.015314132,0.18349433,0.031852093,0.1442468,8
2537,1-9,53,120,105,0.6552980211618706,18-2,2021_03_23,0.9407542,0.003141889,0.04096029,0.015143604,0.15850402,0.04100694,0.053822104,0.068281315,10
2544,10-1,67,120,74,0.5216225791818155,18-2,2021_03_23,0.9596172,0.00051956816,0.012600061,0.027263192,0.020308897,0.071585014,0.038928337,0.06647331,3
2548,10-1,67,120,74,0.2856535028842622,18-2,2021_03_23,0.974397,0.000334033,0.008065852,0.01720313,0.014083264,0.04273162,0.04546643,0.03590655,3
2572,7-10,40,120,2,0.5367099753255186,18-2,2021_03_23,0.67122525,0.005398309,0.23086445,0.09251199,0.025030397,0.10653842,0.056273863,0.041937917,11
